,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,labeling_function,sub_task,model,head,replicate,k,score,value
193,193,193.0,193.0,193.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,2,2,auprc,0.1548749403746852
194,194,194.0,194.0,194.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,2,2,brier,0.2500016411477228
195,195,195.0,195.0,195.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,3,2,auroc,0.5745658576216106
196,196,196.0,196.0,196.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,3,2,auprc,0.2394325055576759
197,197,197.0,197.0,197.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,3,2,brier,0.2499894782813104
198,198,198.0,198.0,198.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,4,2,auroc,0.4795927693713822
199,199,199.0,199.0,199.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,4,2,auprc,0.1254302180943399
200,200,200.0,200.0,200.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,4,2,brier,0.3090909105277252
201,201,201.0,201.0,201.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,4,auroc,0.514410480349345
202,202,202.0,202.0,202.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,4,auprc,0.1490050785845501
203,203,203.0,203.0,203.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,4,brier,0.285339260810018
204,204,204.0,204.0,204.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,1,4,auroc,0.6144815679902509
205,205,205.0,205.0,205.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,1,4,auprc,0.1886684852741827
206,206,206.0,206.0,206.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,1,4,brier,0.2513158941710303
207,207,207.0,207.0,207.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,2,4,auroc,0.5268863613283233
208,208,208.0,208.0,208.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,2,4,auprc,0.15576362569175
209,209,209.0,209.0,209.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,2,4,brier,0.3318863846756048
210,210,210.0,210.0,210.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,3,4,auroc,0.5650655021834061
211,211,211.0,211.0,211.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,3,4,auprc,0.166203545977976
212,212,212.0,212.0,212.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,3,4,brier,0.2500201953307995
213,213,213.0,213.0,213.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,4,4,auroc,0.5035340712907485
214,214,214.0,214.0,214.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,4,4,auprc,0.1594994386207621
215,215,215.0,215.0,215.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,4,4,brier,0.3588255343117961
216,216,216.0,216.0,216.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,8,auroc,0.5235198537625673
217,217,217.0,217.0,217.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,8,auprc,0.1467104888580123
218,218,218.0,218.0,218.0,new_hyperlipidemia,new_hyperlipidemia,count,lr_lbfgs,0,8,brier,0.2708331353198945
